,FEN_BEFORE_MOVE,MOVE_MADE,TURN,WHITE_ELO,BLACK_ELO,WINNER
8252,3r2k1/5pP1/2B5/pP2Rp2/1q1p1Q1P/1bpP4/6K1/2B1R3 w - - 5 53,f4f5,WHITE,403,1398,1
8253,3r1rk1/2qnnpb1/b1p1p2p/p1PpP2P/Pp1P2P1/1P3NBB/3Q1PN1/3RR2K w - - 3 49,h1h2,WHITE,1774,2499,1
8254,rnb2r2/5Ppp/pk3q2/2b5/B1PN4/5P2/PPPQN1PP/R4K1R w - - 3 20,b2b4,WHITE,275,969,1
8255,2kr3r/1pq2pp1/2pb1n2/3p1P2/6p1/P1NQ2Nn/1PP5/2R2RK1 w - - 2 26,g1g2,WHITE,1163,695,-1
8256,8/1ppk1p2/1p3Qp1/5b1r/3nr3/6KP/Pn4P1/R4B1R w - - 0 31,f6f7,WHITE,461,1993,1
8257,2r1r1k1/5pq1/6p1/1p2n1B1/1PnR3p/P1P4P/4BPP1/R2Q2K1 b - - 16 42,c4b2,BLACK,1599,443,-1
8258,1r3rk1/5pp1/3pb2p/p3p2P/PqP1P3/1P4P1/3b1PBK/3Q2R1 w - - 0 29,g1f1,WHITE,1193,1077,-1
8259,r1k3r1/pNnbb2p/5p2/p3p3/2QpB2P/PP3PP1/6K1/R4R2 b - - 2 34,g8g3,BLACK,1665,1890,1
8260,rnb1k2r/1p2qp1p/2pp1n2/p5Q1/N1P5/1P3NP1/P3PPBP/3RK2R w Kkq - 1 16,e1g1,WHITE,2190,2391,1
8261,2r3r1/ppq1p2k/4Ppbb/n2p4/PQ1P1nBP/2P2P2/R6P/3R3K w - - 6 27,h4h5,WHITE,1633,1158,-1
8262,2r3k1/5p2/8/1p4b1/1B2n3/P4q2/1P4RQ/K7 b - - 0 54,g8g7,BLACK,1655,469,-1
8263,r1bq1rk1/p2n1p1p/2n1p1pB/1pbpP2P/5Q2/P1N3P1/1PP2PB1/R3K1NR w KQ - 3 14,h6f8,WHITE,273,2145,1
8264,1kn4r/p3q1p1/P1p2b2/1pP2Bp1/1P6/2NrB2P/1Q3P2/2RR2K1 b - - 0 39,f6c3,BLACK,1689,1195,-1
8265,6k1/3brrp1/4p3/2PqP2p/p2N1B2/3B3P/1P1Q2P1/2R1R1K1 w - - 1 33,b2b3,WHITE,826,1165,1
8266,rn3rk1/pp2nppp/4p3/q1P3P1/2N1P3/B1R5/3Q2BP/5RK1 b - - 7 25,a5c7,BLACK,2281,2480,1
8267,2k1rb2/pp5r/2b2np1/3p2Pp/5P2/2pQ3P/PPN5/R1B3K1 w - - 0 24,b2c3,WHITE,938,1561,1
8268,4r3/p3q1k1/1pB4p/1P4p1/2P2b1P/P3n3/4KP2/2R4R b - - 0 33,e3c4,BLACK,982,1328,1
8269,r4r1k/pp1qbpp1/n1p1p1p1/3n2P1/3P4/1QN4P/PP1BPPB1/3RR1K1 w - - 4 19,h3h4,WHITE,349,2433,1
8270,1rn2bk1/p6p/P2q2p1/3P2Pn/1p1R3P/QB2Pp2/1P3P2/1KBR4 w - - 0 40,a3a1,WHITE,1687,2494,1
8271,4r3/2R3pk/p7/1p3pR1/5B1r/P3P1KP/P7/1b6 b - - 3 47,h4h5,BLACK,1539,1644,1
8272,r3k2r/ppn1p1bn/2p4p/2NbP1p1/qP3p1P/P2Q1P2/1BPP2P1/R3KBNR b KQkq - 5 20,a4a6,BLACK,1071,1238,1
8273,8/8/1k6/3pP1p1/6Pp/7P/3K1r2/8 w - - 2 63,d2e1,WHITE,1594,1097,-1
8274,2r2rk1/1p1nppbp/p2q1np1/2pP1b2/5PP1/1PNPP2P/PB2Q1B1/R4RK1 w - - 2 22,g1h1,WHITE,613,2407,1
8275,3q2k1/1r2bbr1/3p2n1/pP1Pp3/P1N1P1R1/1B6/1P5P/3R2K1 w - - 1 50,d1d2,WHITE,1309,237,-1
8276,8/p4q1k/4p3/2p1p3/P3P1N1/B2BQ1P1/n5KP/3r4 b - - 7 38,a2b4,BLACK,556,1595,1
8277,3q2r1/p1p5/kp6/3pN3/3P1PPR/P1P3BP/1P1N4/6K1 w - - 1 44,h4h5,WHITE,314,1189,1
8278,6k1/6R1/8/4B1p1/5p2/7p/r1r1B2K/8 b - - 1 55,g8f8,BLACK,1134,384,-1
8279,r3k1r1/3pqn2/b1n2P1p/p2pN1pB/P2P2P1/1P5P/1P2QP2/R4RK1 w q - 0 24,f6e7,WHITE,1153,2099,1
8280,r1b1kb1r/5p2/2p1p1B1/NpPp2qp/pP1P2pP/Q4n2/P3NPP1/R4K1R b kq - 0 22,f3h4,BLACK,397,760,1
8281,1rb2r1k/2Nnbqpp/2np4/pP2p1P1/7P/PP1PP2B/3BQP2/R3K2R b KQ - 0 23,c6a7,BLACK,1185,501,-1
8282,r1bqk2r/1p2bppp/p1n5/2p4P/1PPp3n/N2Pp3/P3BPPN/R1BQ1RK1 w kq - 0 18,a3c2,WHITE,1131,1380,1
8283,r1b3k1/p2nb2p/2p1p2q/Bp1pP1p1/3P1rPn/PNNB1p1P/1PPQ1P2/2KR3R w - - 5 24,c1b1,WHITE,2182,2227,1
8284,1rr3k1/2qn1pp1/1nb1p2p/p2p4/p2P4/Q1P1PN1P/3N1PP1/R1R2BK1 w - - 8 29,f1e2,WHITE,1273,2491,1
8285,6k1/6p1/5r2/1bp1p3/3pN1PP/1P4R1/2PK3R/1r4B1 b - - 2 36,f6f1,BLACK,1827,2223,1
8286,2r5/8/3R1k2/1p2rP1p/bP2p3/P3P2P/8/1R3K2 b - - 2 50,f6g5,BLACK,712,1294,1
8287,2rr4/4qpk1/p1pb1p2/2n1pb1p/PpB1P3/1PN4P/2P1QPP1/1R1R1K2 b - - 1 26,f5h7,BLACK,441,1158,1
8288,r4rk1/4q3/2p1bn1p/pp2p3/1Pn1P1pN/2P3B1/PN2Q1PP/3RKR2 w - - 2 22,h4g6,WHITE,944,2137,1
8289,1r3rk1/q2b2bp/4p3/p2p1p2/Pn1P1PpP/2N1P1P1/5K2/RQ3BNR b - - 4 24,b4a2,BLACK,755,319,-1
8290,r3kb1r/p4p2/2ppP2p/6p1/q3P3/2P1QNB1/P4PPP/1N3bK1 b kq - 0 20,f1c4,BLACK,356,544,1
8291,5rk1/1bq2pbp/p1n1p1p1/4P3/1P1P1n2/P1B2N1P/2Q1BPP1/R1R3K1 b - - 3 24,f8c8,BLACK,214,311,1
8292,1rR3kr/5p1p/3q4/3p1B2/3b1PP1/P3P1Q1/6P1/6K1 b - - 0 31,b8c8,BLACK,1074,458,-1
8293,4r2r/2qbbpk1/1pn1p1p1/p1p1Pn1B/P1PpNP2/1P1P4/3BQ1P1/4RRKN w - - 1 26,h5g4,WHITE,1074,1862,1
8294,r1b3k1/3q2b1/p1p2n1p/4Q3/PP1N3P/2P3P1/5P2/2KR4 b - - 0 28,f6d5,BLACK,1629,1701,1
8295,1r1qr1k1/pB3pb1/3p1npp/2p1p3/Q1Pn2bP/P1NPPPP1/1P6/R1B1KN1R b KQ - 0 14,g4f3,BLACK,670,924,1
8296,2r4k/1r1nq1bp/p1Bp2p1/4pp2/1pP5/PP1PP2P/1BQ2PP1/1R2RNK1 b - - 0 28,c8c6,BLACK,1468,1915,1
8297,4r3/2p1k2p/1bp4q/1b1p1Q2/1P1P1NN1/2P3P1/PK2rP1P/3R3R w - - 3 38,f4e2,WHITE,259,1317,1
8298,r5k1/1p4p1/2p1r3/4qp1P/1P6/3PB3/5KB1/4R3 b - - 0 33,g7g5,BLACK,1827,392,-1
8299,6k1/4p3/4r1pp/2b5/Q4P2/4n3/6PP/4R1K1 w - - 0 36,e1c1,WHITE,995,2155,1
8300,2bq1rk1/3pppNp/r5n1/1pQ5/5PP1/3P3P/PP6/1R2KB1R b K - 0 21,g8g7,BLACK,1463,1298,-1
8301,rr4k1/5pb1/2Q1p1pp/2R1P3/2p1n1P1/4BN1P/P1p2PB1/1qR3K1 w - - 2 31,c5c4,WHITE,534,717,1
8302,r1b2k2/1p1n1q1p/p1p3p1/2P3N1/1P3p2/Q3B3/P2N1PPP/R4RK1 b - - 1 22,f7f5,BLACK,888,1326,1
8303,r1bq1rk1/pppp1ppp/4n3/n2B4/1b1P2P1/N3BN2/PPQ2P1P/R5K1 w - - 1 18,h2h4,WHITE,1368,2078,1
8304,2bq1k2/2r2p2/p6r/1pbP4/2p2P2/P1P1PBPp/1PQ4P/3RR1K1 b - - 3 27,d8d6,BLACK,2012,1939,-1
8305,r3kbr1/p1q2p1p/2p2p2/1p2p3/2p1P1b1/P1N1QP2/1PP3PP/2KR1N1R b q - 1 17,g4d7,BLACK,314,1546,1
8306,4r1kb/1r1q1p1n/pp1ppPpp/2p5/P1P1P1PQ/2NP3P/1Pn3NB/4RR1K w - - 9 41,e1c1,WHITE,568,1611,1
8307,2rr2k1/5n1p/4p1p1/pN2Q3/PPpP4/2N5/1R1K1p1P/8 b - - 0 37,f7e5,BLACK,915,561,-1
8308,8/4k3/6K1/4b3/8/8/N7/3R4 w - - 25 100,d1e1,WHITE,925,1214,1
8309,8/3k2p1/B2P1b2/pPp4p/3npBnP/6P1/1R6/5K2 b - - 0 45,d4e6,BLACK,2195,1846,-1
8310,7R/5k2/5P1p/p5r1/6K1/8/8/8 w - - 2 69,g4h3,WHITE,307,419,1
8311,r1bq1rk1/1p2bpp1/p2p2np/2pP4/4N2P/6B1/PPP1QPP1/2K1RB1R b - - 0 17,f7f5,BLACK,775,846,1
8312,Q1b4r/p1qp1kb1/Pp3pp1/1BpN3p/7n/3P4/1PP2P2/R1B3K1 w - - 2 22,d5c7,WHITE,835,345,-1
8313,r1rq1bk1/5pp1/pn2p2p/1p6/1P1Pb3/P6P/1B3PP1/2RQRBK1 w - - 0 24,c1c8,WHITE,1218,371,-1
8314,q2br3/1p3p1k/2r1p1p1/Pp1pP2p/1P3B1P/1b4P1/1N1Q1P1K/R7 b - - 1 44,c6c2,BLACK,2447,1990,-1
8315,6k1/2N2p2/5n1r/pB5p/P2PpNpn/r3P3/5PP1/2R3K1 b - - 1 36,g8h8,BLACK,1383,1539,1
8316,3r2k1/p4pPp/8/P5r1/8/1N1p1qPP/1n3P2/4RQK1 w - - 1 33,b3d2,WHITE,1399,668,-1
8317,1r4k1/1pN1bpp1/5nBp/1P6/2R3b1/5N1P/5P2/3QK2R w K - 0 30,g6f7,WHITE,449,1525,1
8318,rn3r1k/pb1pnp2/1p3b1p/1Pp5/2P1P1p1/P1N3NP/2Q2PP1/3RRB1K w - - 0 26,c2d2,WHITE,630,761,1
8319,rq2r1k1/pp1bp1bp/5pp1/B3p3/2Pn3P/Q3NP2/PP6/1K1R1B1R b - - 9 24,d7e6,BLACK,2315,909,-1
8320,r3r1k1/1p4p1/4pn1p/p2p4/P1P1p1b1/2P1RPq1/3R2B1/6K1 b - - 0 30,a8d8,BLACK,1845,739,-1
8321,7k/3nq2p/5p2/pP1p1p2/P2Pp3/4P1PP/2r2PBN/Q4RK1 w - - 0 31,f1b1,WHITE,237,1669,1
8322,4r1k1/3q1pBp/r1pp4/p1pPp3/2N3b1/P1NPQP2/1PP3P1/R4RK1 w - - 1 20,g7e5,WHITE,556,2099,1
8323,R7/6pp/p3Bpk1/N7/4p3/8/1PK2P1q/8 w - - 0 42,a5c4,WHITE,2151,1844,-1
8324,r2q1k1r/pb1pnp2/6pb/nP2P2p/2p5/3p3B/1PPNNPPP/R1BQR1K1 w - - 0 19,a1a5,WHITE,614,1433,1
8325,r3r3/3b4/1R1P1nkp/4bpp1/2B4P/q2PB3/2P2PP1/3QR1K1 w - - 2 30,e3c1,WHITE,1496,1287,-1
8326,r1bqk2r/2p1bppp/pn2p3/1p1n4/3Pp1P1/P1N5/1PPBQP1P/2KR1BNR w kq - 3 12,c3e4,WHITE,1250,809,-1
8327,8/1p4k1/3R4/2P3p1/p1P1b3/P6P/1P3N2/5K2 b - - 21 56,e4f5,BLACK,1808,1934,1
8328,2r2r2/pp3qbk/3pb1pp/QRn5/2P1Pp2/5P2/P2N1B1P/2R2BK1 w - - 9 25,a5a3,WHITE,1740,834,-1
8329,2r3k1/r1q1bpp1/b1n1pn1p/2pp4/Pp6/1P1PPNP1/1BQN1P1P/2R1RBK1 b - - 12 23,c6a5,BLACK,834,2440,1
8330,4k1n1/7r/4N2p/r2pB3/6P1/2P3Kb/PPq5/6R1 w - - 0 32,g3h3,WHITE,1079,1076,-1
8331,1rbq1rk1/1p4b1/1np1p2p/3pp2P/p2P1nP1/P1P2P2/1P5Q/1RB1RBK1 w - - 1 29,c1e3,WHITE,1590,1929,1
8332,2r1k3/p6r/N1pbp2B/1P3p1p/P1RP3P/3P2P1/5P2/7K w - - 2 40,h6c1,WHITE,359,580,1
8333,br3k1r/2qp1p2/1p1Npb2/p1p4p/2PP1B2/PP2N1P1/4QPBP/1R3RK1 b - - 1 22,c5d4,BLACK,429,1705,1
8334,8/8/5k2/4p1pP/p1b1P1P1/5P2/7K/2r5 b - - 1 68,a4a3,BLACK,904,234,-1
8335,4r1nr/p1k3p1/4P3/3p2B1/1P1N2PP/8/P5K1/8 b - - 0 35,g8e7,BLACK,2478,2245,-1
8336,r2q1rk1/bpp2ppn/6bp/3pPP2/pn4P1/3P1N1P/PP1N2B1/RQB2R1K b - - 4 22,c7c5,BLACK,1287,1503,1
8337,3r1brk/3bq3/1np4p/1pNp1P1P/p2P2P1/P1P1P2Q/2P1B3/4RR1K b - - 3 46,d8e8,BLACK,2074,2156,1
8338,2r2r2/pp1q2k1/b3p1pp/P1bpPnp1/7P/1PP2PP1/R1Q2BR1/4K3 w - - 2 32,c2d2,WHITE,626,232,-1
8339,7r/1kp1n3/2n5/7p/1q4p1/4R3/5R1P/5K2 b - - 3 37,h5h4,BLACK,1111,1127,1
8340,B5k1/6bp/6p1/4p3/1P2R3/7P/1P1q1PP1/6K1 b - - 0 35,d2d1,BLACK,1128,435,-1
8341,5rk1/4q1b1/1P4p1/4p1N1/2Pp1n2/P4Q2/3BPP1P/4RRK1 b - - 1 37,f4h5,BLACK,1823,2303,1
8342,3rkb1r/p4ppp/4b3/1Pq5/2pNn2Q/2PnB3/BP4PP/RN3RK1 b k - 6 23,e4f6,BLACK,2216,2343,1
8343,4k3/4p3/pq1p4/5n2/1pp5/2P1NKB1/PP4PP/5R2 b - - 3 37,b6e3,BLACK,1183,780,-1
8344,8/p5pk/p1pR1b2/P1P4P/4qP2/1b4K1/3B4/8 w - - 1 50,g3h2,WHITE,1625,560,-1
8345,rbr3k1/1p2nnpp/q4p2/pN2pb2/B3N3/PPP5/1B2QPPP/2R1R1K1 w - - 3 22,e1d1,WHITE,318,778,1
8346,r4qk1/pQ3pb1/3pb1p1/B3p2p/2P1P1nP/3P2P1/2N2PB1/1R2R1K1 b - - 4 35,f7f6,BLACK,1490,1708,1
8347,1q1k3r/1b1r1ppp/3p1b1P/p1pN4/Pp2P3/1P1P1NP1/1P1Q1P2/2R1R1K1 w - - 1 23,h6g7,WHITE,2358,751,-1
8348,1r3r2/p5k1/1p1p1pnp/2p1p3/P1PnP1P1/3P1PB1/1P3KQ1/R6R w - - 3 42,f2g1,WHITE,499,2433,1
8349,2q3r1/p2kp1PQ/4p3/1p2P2p/2bp3P/PP4B1/2P2R1K/R7 w - - 0 44,f2f4,WHITE,2269,2421,1
8350,2n1q1k1/rb6/1p2p2p/pPp5/P2p1pP1/3P2QP/2P3B1/4R1K1 w - - 0 32,g3f4,WHITE,2120,1844,-1
8351,3R4/7k/6p1/2P5/3n4/Pb4P1/3p3p/3B2K1 w - - 0 49,g1h2,WHITE,1754,1781,1
8352,5B2/2k5/1pb2p2/p1p1p3/P1P4P/7K/8/2R5 w - - 2 40,h3h2,WHITE,2121,2169,1
8353,6k1/p1n1Nr1r/1p2pB2/2pp4/P1P4Q/1P2P1P1/5P2/4nR1K b - - 2 35,g8f8,BLACK,543,1459,1
8354,8/8/4p1kb/p4r2/P3qP2/7R/4R3/2B1K3 b - - 7 74,e4c4,BLACK,2078,497,-1
8355,5r1k/1r2q1p1/3p1b1p/pbpP4/B3pPpP/4B3/1P3Q2/1KRR4 b - - 1 37,b5a4,BLACK,1155,993,-1
8356,r1b1k2r/1pqnbp2/p3p1pn/3pP2B/2pP4/5N1Q/P1PBNPPP/RR4K1 w kq - 0 19,h5g4,WHITE,1198,1646,1
8357,7r/4n1p1/1p1k2qp/1Pp1pp2/2P2PB1/P2Pp1P1/1R2Q1K1/7R b - - 0 32,e5f4,BLACK,1286,1779,1
8358,rn2k1nr/pbp1bppp/1p2p3/1q6/4NB2/P2P2P1/1P2PP1P/2RQKBNR w Kkq - 5 10,g1f3,WHITE,674,549,-1
8359,7k/2pb4/1p1p2pp/3Pp3/2P1Pr2/P4PqP/1N1RQ1B1/1R2n1NK b - - 2 43,e1g2,BLACK,1156,2286,1
8360,2r1r1k1/ppp4p/3p2pB/4qp2/2P4P/2P2Q2/P4P2/2KR1BR1 b - - 0 24,g8h8,BLACK,1029,2037,1
8361,4b1k1/8/r7/2P2N1p/4n2P/R1P3P1/6K1/8 b - - 0 61,a6a3,BLACK,1096,909,-1
8362,1B1b2kr/3r2pp/p3Rp2/3N4/P1p1nPP1/2Pp4/3K4/R7 w - - 5 37,e6e4,WHITE,979,1304,1
8363,1q1br1k1/3b1ppn/3p4/p1pPp2p/P3P2P/4BPP1/2QR3K/4RB2 w - - 1 38,e1b1,WHITE,1507,658,-1
8364,3r1rk1/2qnb1n1/4p1Pp/pB1PPp2/Q1N3b1/P7/1B3P2/R3K3 w Q - 3 34,a4b3,WHITE,1190,343,-1
8365,rn2k2r/pp3pb1/2p1p3/6p1/2pP2P1/4PPnq/PPQN1R1P/R1B1N1K1 b kq - 3 19,b7b5,BLACK,1329,2427,1
8366,1k1rr3/pp2np1b/1p1q3p/1P6/P1Pp1p1N/3P2P1/3Q1PBP/R3R1K1 b - - 1 21,a7a5,BLACK,839,897,1
8367,r4rk1/pp1q1ppp/n7/1bP1bn2/1P6/5Q1P/2N1NP2/4RK1R w - - 1 28,f3g2,WHITE,745,530,-1
8368,5Bk1/r4r1p/4Npp1/p2P4/8/6PP/PP2PPB1/R4RK1 w - - 1 31,f8a3,WHITE,301,1267,1
8369,3r2k1/p1R4p/r5p1/4NpQ1/3q1P2/b4P1K/4P2P/1R6 w - - 6 48,b1b7,WHITE,242,1468,1
8370,rq4k1/3n2p1/2n1p1b1/1p3pP1/1P1Pp2p/2P1PP2/1B1Q2Bb/4R2K w - - 0 26,g2h3,WHITE,1084,438,-1
8371,r1q1rk2/1p4pp/p1pb1n2/8/3PpP2/PQN1B3/1P2B2P/R4RK1 w - - 4 25,f4f5,WHITE,1029,2260,1
8372,6k1/2Nn3p/2p2pp1/8/5B2/K7/p4r2/R7 w - - 2 37,f4e3,WHITE,1960,997,-1
8373,r1r2bk1/1R3ppp/p3pn2/8/p2q1Pn1/2N4P/1B2Q1K1/5R2 w - - 0 28,h3g4,WHITE,1239,670,-1
8374,r4rk1/2N1qpb1/pp4p1/4p3/2P4P/P4PPn/1P2B2K/3R1R2 w - - 4 30,c7a8,WHITE,399,806,1
8375,8/2n2kp1/2p1q1br/3pPp2/1p1P1P2/r2B3p/P1P4P/2N1QKR1 b - - 16 40,e6e7,BLACK,2059,1639,-1
8376,5r1k/r5b1/3p3p/4ppn1/1NP4R/1P1p2P1/5BB1/1R4K1 b - - 1 40,f8f7,BLACK,442,1621,1
8377,2rq1rk1/p4ppp/2n1bn2/2pp4/Np2p3/1P1PP1P1/P1P1NPBP/R2Q1RK1 w - - 3 15,a4c5,WHITE,2078,1840,-1
8378,r4qk1/1bbn2p1/2p1p1Bp/1pPpP2P/1P1P1p2/1R3N2/r4nPR/1NB1QK2 b - - 5 25,f2g4,BLACK,917,1804,1
8379,rn3rk1/1p2qpp1/2p2n1B/p1bpp3/4P1b1/1BNP2QN/PPP2PPP/R4RK1 b - - 0 12,d5d4,BLACK,351,1079,1
8380,2kb3Q/1p2r3/1rn3p1/3b1p2/p2NpP1p/P2pP1nP/3P1RP1/B1R3K1 b - - 7 46,d5b3,BLACK,2415,2448,1
8381,r1bq3r/p2nbkp1/2p2n1p/1p6/3PpN2/2N1P3/PP1B1PPP/R2QK2R w KQ - 0 13,d1b3,WHITE,2190,252,-1
8382,r1k4N/1b1n2pp/1ppqpn2/p7/2BP4/P1N1P3/P4PPP/R2QK2R w KQ - 1 15,e1g1,WHITE,1896,1298,-1
8383,3r3k/5pp1/r6p/P1pNpP2/1qN1P1nP/1P1P4/2n2BB1/1R3RK1 b - - 2 39,d8d5,BLACK,1400,1023,-1
8384,r2q1rk1/1p2pp1p/p3b1p1/3pb3/1Q2N3/PPN5/2K1BPPP/2R4R w - - 0 23,e4g3,WHITE,1678,1589,-1
8385,7k/p2qn1bb/1p3r1p/1P3p2/P1PPp2N/6P1/1n1Q1P1P/R3RBK1 b - - 4 33,e7g6,BLACK,1814,1710,-1
8386,5r2/4n3/2k5/1p1p1b1R/1PpP3P/2P1PR2/8/4K3 b - - 3 63,c6d7,BLACK,1071,1428,1
8387,2b1k2r/1q1n1p1p/2p2n1b/1p2p3/1N1PP3/1p2rPPP/4NKB1/R2QR3 b k - 3 22,c6c5,BLACK,397,800,1
8388,1r1qr1k1/p3b1p1/bp2pn1p/n3p3/2p1P3/1PN3P1/PB2QPBP/3R1RK1 w - - 0 18,d1d8,WHITE,815,828,1
8389,1b2r3/p5k1/1p1r1qp1/nPp2p1p/Q1P2P2/P3P1P1/2RP2BP/3R2K1 w - - 1 31,g2d5,WHITE,497,354,-1
8390,2kr1b1r/ppp4p/5qp1/3Pn3/P5b1/5NP1/1PPNBPP1/R2Q1RK1 b - - 2 15,h7h5,BLACK,1054,2198,1
8391,r7/3k3p/p4n2/1p6/1b1Bp3/pb4PP/3R2B1/4R1K1 w - - 4 37,d4c3,WHITE,2162,2412,1
8392,3q1k1r/4rp2/p4b2/2p2P1p/Pn1p1Pp1/3P4/1PP1Q1BP/R3BR1K w - - 3 23,g2e4,WHITE,855,2110,1
8393,3qrrk1/pb2bp1p/n1ppp2P/1p6/3PPQ1p/P1NB1N2/2P2PP1/2B1R1K1 b - - 1 20,h4h3,BLACK,357,1415,1
8394,1b1rr1k1/1p3pp1/p4n2/2p4p/2P4R/P2P1qPP/1P1B1N1K/4RQ2 w - - 8 26,f1g2,WHITE,228,797,1
8395,8/1p6/1P2k3/7B/1P3p2/3n3p/3P2rP/5K2 b - - 0 51,g2h2,BLACK,1892,1785,-1
8396,4r2k/8/6pp/3RP3/2Pq2P1/6Q1/3NK2P/8 b - - 1 47,d4b2,BLACK,822,1308,1
8397,2kr3r/p1pq2bP/1pn2pn1/2B1pb2/8/2NP1NP1/PP3P2/R2QKB1R w Q - 0 16,c5e3,WHITE,1727,1841,1
8398,2br2k1/r2N4/1p2p1p1/pP3pbp/2B4P/B5P1/P2N1P2/2RR2K1 w - - 1 28,d7f6,WHITE,1286,1308,1
8399,5k2/pp3pp1/1p1Nb2q/4P3/1P1R3p/P1r4P/1n3PP1/R2B2K1 b - - 1 28,c3c7,BLACK,590,1617,1
8400,3r2k1/5pp1/p3bn1p/bp2p3/P1p1P2P/2N2B2/3r1PP1/1R2QRK1 w - - 2 29,a4b5,WHITE,277,2255,1
8401,3q2rk/r2bbpp1/ppn2n1p/2p1pN2/2P1P3/NP1p1QP1/PB1P1PBP/1R1R2K1 b - - 3 18,d7e6,BLACK,1007,1913,1
8402,3r1r1k/8/1pN2p1p/pB4pb/P7/4pPBP/2Q1N1P1/6KR b - - 3 36,d8d5,BLACK,550,1219,1
8403,2rr4/1p4pk/p3bb2/q2pNp1B/2p1pB1P/P1P1P3/1P1Q1PP1/R3K2R w KQ - 12 27,e1g1,WHITE,1997,1618,-1
8404,5rk1/2q3b1/1p5p/r1p5/P1PnNp1N/P2P3P/6K1/1RBQ1B2 w - - 2 33,d1g4,WHITE,1367,1864,1
8405,5k2/2p2ppp/8/r3P3/5P2/Pp1R2q1/1P2B1N1/6K1 b - - 2 31,g3g6,BLACK,1276,326,-1
8406,3r1rk1/1pq2pnp/p1p1p3/3pP1p1/P5Pb/1QP1PN2/1P3PB1/R4RK1 w - - 4 24,b3c2,WHITE,1599,914,-1
8407,4r1k1/1pqb2b1/2p1pr1p/p2p1npQ/P2P2p1/2P1P3/1P3PBP/R4RK1 w - - 2 25,h5g4,WHITE,1038,1214,1
8408,2rr4/4qpk1/1p1b1p1p/1n1B1b2/8/P1PN2PP/3QPP1K/RNR5 w - - 1 23,c3c4,WHITE,1146,333,-1
8409,2kr4/1p3pp1/p4q2/1Np1n2p/6b1/P1P1BP2/2P3PP/2K1QB1R w - - 0 21,b5a7,WHITE,215,1047,1
8410,2r3k1/p5p1/1q5p/Np1pp3/r6P/P2R1P2/3Q4/1K4R1 w - - 1 39,g1g3,WHITE,1135,1142,1
8411,2q2r2/1p2bpk1/r3pn1p/3n4/pp1Q1PN1/3P1NP1/P4PBP/4R1K1 w - - 0 26,d4e5,WHITE,942,370,-1
8412,8/1pk3b1/p2n3p/2p2pN1/P2n3N/RbQP2PP/1Pr2PB1/5K1R b - - 0 30,c2c3,BLACK,1460,1481,1
8413,2r4k/p2n2p1/1q2p2p/4Pp2/2Pb1P1P/3Q1KP1/P2B3R/5B2 b - - 3 40,c8d8,BLACK,918,1052,1
8414,1r5k/4n3/5p2/4q2p/PQ4pN/1B4P1/5P1P/3R2K1 w - - 3 43,b4c4,WHITE,2383,1838,-1
8415,r3kn2/p1q2pp1/2p5/1N1Pp3/1P4p1/P2P2P1/5P2/R1BQKB2 b Qq - 0 21,c6b5,BLACK,648,647,-1
8416,4k2r/2B5/pp2PR2/2b3pp/4P1P1/2P1n2P/PP1K4/6R1 w - - 1 25,b2b4,WHITE,2166,2187,1
8417,2kr4/pp2brp1/2npP3/4p2p/2qPP1n1/2P3P1/PR2N1BP/2BQ2K1 w - - 0 20,d1b3,WHITE,229,400,1
8418,1k3rnr/pp1b3q/1b2p3/3pPpB1/2p2Npp/1NP5/PP1Q1PPP/2KR1B1R w - - 6 25,b3a1,WHITE,2484,2066,-1
8419,r2r2k1/3q2p1/3Ppp1p/1p1n1bP1/3P3P/1N1n1NBB/5P1K/2Q1R3 w - - 2 32,b3c5,WHITE,928,448,-1
8420,br6/p2k2rp/4p3/1N1nP1p1/8/b2P2P1/1R3PBP/2R3K1 w - - 0 26,c1c8,WHITE,1415,1384,-1
8421,8/1R6/4p3/4k3/5p2/3p1K2/8/6r1 w - - 10 100,f3f2,WHITE,361,1145,1
8422,2br2qk/1r3p1p/ppnp1Pp1/2pNp1P1/PnP1P2P/2N3Q1/1P3RB1/5R1K b - - 12 34,d8f8,BLACK,295,1202,1
8423,r1r3k1/pp2p3/3pp1p1/1Q1n2Pp/8/PR5P/3B1PK1/5R2 b - - 2 29,b7b6,BLACK,724,1634,1
8424,2r2rk1/p1P2pp1/4b3/3pQ1Pp/5q2/1R3P1P/8/4R1K1 b - - 2 33,f4a4,BLACK,1431,841,-1
8425,8/8/8/2k5/p1p3b1/2K5/1P3R2/8 w - - 15 76,f2f6,WHITE,616,1031,1
8426,k1r4r/ppqbbpp1/4p2p/1P1pP1nP/P2P2P1/1RPB4/2NBQP1K/1R6 b - - 8 29,f7f6,BLACK,1120,1749,1
8427,3r1rk1/p1qnb1pp/4BP2/2p1P3/PpPp4/3Nn1P1/2PBQ2P/R4RK1 b - - 0 25,g8h8,BLACK,262,1621,1
8428,1r3rk1/P2b1p2/2Qp2qp/3Pb1p1/1PB3P1/P3P2P/3N1P2/5K1R w - - 1 33,c6d7,WHITE,321,263,-1
8429,2rq1r1k/5pbn/p5p1/1ppNp1Pp/4P1bP/PP1PB3/1P4B1/R3QRNK w - - 5 26,a1c1,WHITE,519,1538,1
